"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
51600,"Protocol Status","Enrolling","31-MAR-2009","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","05-NOV-2010","Enrolling"
51600,"Protocol Status","Open","09-MAR-2009","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","31-MAR-2009","Open"
51600,"Protocol Status","Pending","19-FEB-2008","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","09-MAR-2009","Pending"
51600,"Protocol Status","In Development","10-APR-2007","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","19-FEB-2008","In Development"
51600,"Protocol Status","Withdrawn","02-MAR-2007","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","10-APR-2007","Other"
51600,"Protocol Status","In Development","14-JUL-2006","Pioglitazone Prior to HCV in NonResp. to Peg/IFN & RBV w/ Insulin Resistance","A5239","02-MAR-2007","In Development"
51601,"Protocol Status","Closed to Accrual","06-JUL-2011","HPV Vaccine in Women","A5240","","Closed to Accrual"
51601,"Protocol Status","Enrolling","06-MAR-2008","HPV Vaccine in Women","A5240","06-JUL-2011","Enrolling"
51601,"Protocol Status","Open","15-FEB-2008","HPV Vaccine in Women","A5240","06-MAR-2008","Open"
51601,"Protocol Status","Pending","13-DEC-2007","HPV Vaccine in Women","A5240","15-FEB-2008","Pending"
51601,"Protocol Status","In Development","28-JUN-2006","HPV Vaccine in Women","A5240","13-DEC-2007","In Development"
51602,"Protocol Status","Closed to Accrual","06-JUN-2011","Identifying Salvage Regimen w/ & w/o NRTIs Using cPSS and New Agents in the US","A5241","","Closed to Accrual"
51602,"Protocol Status","Enrolling","08-FEB-2008","Identifying Salvage Regimen w/ & w/o NRTIs Using cPSS and New Agents in the US","A5241","06-JUN-2011","Enrolling"
51602,"Protocol Status","Open","31-JAN-2008","Identifying Salvage Regimen w/ & w/o NRTIs Using cPSS and New Agents in the US","A5241","08-FEB-2008","Open"
51602,"Protocol Status","Pending","14-SEP-2007","Identifying Salvage Regimen w/ & w/o NRTIs Using cPSS and New Agents in the US","A5241","31-JAN-2008","Pending"
51602,"Protocol Status","In Development","30-JUN-2006","Identifying Salvage Regimen w/ & w/o NRTIs Using cPSS and New Agents in the US","A5241","14-SEP-2007","In Development"
51623,"Protocol Status","Closed to Follow Up","23-DEC-2010","Non-US Genomics Sample Collection","A5243","","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","10-DEC-2010","Non-US Genomics Sample Collection","A5243","23-DEC-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","10-DEC-2010","Non-US Genomics Sample Collection","A5243","10-DEC-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","31-AUG-2010","Non-US Genomics Sample Collection","A5243","10-DEC-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","31-AUG-2010","Non-US Genomics Sample Collection","A5243","31-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","18-AUG-2010","Non-US Genomics Sample Collection","A5243","31-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","18-AUG-2010","Non-US Genomics Sample Collection","A5243","18-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","18-AUG-2010","Non-US Genomics Sample Collection","A5243","18-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","18-AUG-2010","Non-US Genomics Sample Collection","A5243","18-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","18-AUG-2010","Non-US Genomics Sample Collection","A5243","18-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","26-MAY-2010","Non-US Genomics Sample Collection","A5243","18-AUG-2010","Closed to Follow Up"
51623,"Protocol Status","Closed to Follow Up","08-APR-2010","Non-US Genomics Sample Collection","A5243","26-MAY-2010","Closed to Follow Up"
51623,"Protocol Status","Enrolling","21-DEC-2009","Non-US Genomics Sample Collection","A5243","08-APR-2010","Enrolling"
51623,"Protocol Status","Withdrawn","21-DEC-2009","Non-US Genomics Sample Collection","A5243","21-DEC-2009","Other"
51623,"Protocol Status","Enrolling","21-DEC-2009","Non-US Genomics Sample Collection","A5243","21-DEC-2009","Enrolling"
51623,"Protocol Status","Open","03-NOV-2009","Non-US Genomics Sample Collection","A5243","21-DEC-2009","Open"
51623,"Protocol Status","Pending","25-SEP-2008","Non-US Genomics Sample Collection","A5243","03-NOV-2009","Pending"
51623,"Protocol Status","In Development","18-JAN-2007","Non-US Genomics Sample Collection","A5243","25-SEP-2008","In Development"
51627,"Protocol Status","POS/PAC","12-NOV-2009","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","","POS/PAC"
51627,"Protocol Status","Closed to Follow Up","20-NOV-2008","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","12-NOV-2009","Closed to Follow Up"
51627,"Protocol Status","Closed to Accrual","12-JUN-2008","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","20-NOV-2008","Closed to Accrual"
51627,"Protocol Status","Enrolling","12-DEC-2007","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","12-JUN-2008","Enrolling"
51627,"Protocol Status","Open","14-NOV-2007","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","12-DEC-2007","Open"
51627,"Protocol Status","Pending","26-JUL-2007","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","14-NOV-2007","Pending"
51627,"Protocol Status","In Development","23-OCT-2006","Treatment Intensification w/Raltegravir on level of Persistent Plasma Viremia","A5244","26-JUL-2007","In Development"
51636,"Protocol Status","Closed to Accrual","03-MAY-2010","When to Start ART Outside the U.S","A5245","","Closed to Accrual"
51636,"Protocol Status","In Development","13-SEP-2006","When to Start ART Outside the U.S","A5245","03-MAY-2010","In Development"
51636,"Protocol Status","Open","30-AUG-2006","When to Start ART Outside the U.S","A5245","13-SEP-2006","Open"
51636,"Protocol Status","Enrolling","30-AUG-2006","When to Start ART Outside the U.S","A5245","30-AUG-2006","Enrolling"
51638,"Protocol Status","Closed to Follow Up","23-SEP-2011","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","","Closed to Follow Up"
51638,"Protocol Status","Closed to Accrual","21-NOV-2008","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","23-SEP-2011","Closed to Accrual"
51638,"Protocol Status","Enrolling","09-JAN-2008","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","21-NOV-2008","Enrolling"
51638,"Protocol Status","Open","06-DEC-2007","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","09-JAN-2008","Open"
51638,"Protocol Status","Pending","16-JUL-2007","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","06-DEC-2007","Pending"
51638,"Protocol Status","In Development","19-DEC-2006","Safety & Immunogenicity of Human Papillomavirus Vaccine  in HIV-1-Infected Men","A5246","16-JUL-2007","In Development"
51646,"Protocol Status","Closed to Follow Up","03-JAN-2012","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","","Closed to Follow Up"
51646,"Protocol Status","Closed to Accrual","18-JUL-2011","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","03-JAN-2012","Closed to Accrual"
51646,"Protocol Status","Enrolling - Re-Opened","16-NOV-2009","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","18-JUL-2011","Other"
51646,"Protocol Status","Enrolling - Temporarily Closed to Accrual","21-AUG-2009","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","16-NOV-2009","Other"
51646,"Protocol Status","Enrolling","29-APR-2009","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","21-AUG-2009","Enrolling"
51646,"Protocol Status","Open","16-APR-2009","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","29-APR-2009","Open"
51646,"Protocol Status","Pending","17-JUL-2008","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","16-APR-2009","Pending"
51646,"Protocol Status","FDA - IND Hold","06-FEB-2008","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","17-JUL-2008","Other"
51646,"Protocol Status","Pending","09-JAN-2008","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","06-FEB-2008","Pending"
51646,"Protocol Status","In Development","22-MAR-2007","Evaluate the Immunogenicity of ZOSTAVAX (Zoster Vaccine Live) in HIV","A5247","09-JAN-2008","In Development"
51651,"Protocol Status","POS/PAC","26-JUL-2011","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","","POS/PAC"
51651,"Protocol Status","Closed to Follow Up","20-APR-2010","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","26-JUL-2011","Closed to Follow Up"
51651,"Protocol Status","Closed to Accrual","26-JAN-2009","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","20-APR-2010","Closed to Accrual"
51651,"Protocol Status","Enrolling","19-JUN-2008","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","26-JAN-2009","Enrolling"
51651,"Protocol Status","Open","28-MAY-2008","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","19-JUN-2008","Open"
51651,"Protocol Status","Pending","14-MAR-2008","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","28-MAY-2008","Pending"
51651,"Protocol Status","In Development","11-MAY-2007","First-Phase Viral Decay Rates in Tx-Naive Subjects Initiating Tx w/ RAL+FTC+TDF","A5248","14-MAR-2008","In Development"
51659,"Protocol Status","Closed to Follow Up","02-SEP-2008","Intensive Viral Dynamics Substudy of A5248","A5249s","","Closed to Follow Up"
51659,"Protocol Status","Closed to Accrual","26-AUG-2008","Intensive Viral Dynamics Substudy of A5248","A5249s","02-SEP-2008","Closed to Accrual"
51659,"Protocol Status","Enrolling","07-JUL-2008","Intensive Viral Dynamics Substudy of A5248","A5249s","26-AUG-2008","Enrolling"
51659,"Protocol Status","Open","28-MAY-2008","Intensive Viral Dynamics Substudy of A5248","A5249s","07-JUL-2008","Open"
51659,"Protocol Status","Pending","14-MAR-2008","Intensive Viral Dynamics Substudy of A5248","A5249s","28-MAY-2008","Pending"
51659,"Protocol Status","In Development","21-MAY-2007","Intensive Viral Dynamics Substudy of A5248","A5249s","14-MAR-2008","In Development"
51674,"Protocol Status","POS/PAC","23-MAY-2011","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","","POS/PAC"
51674,"Protocol Status","Closed to Follow Up","14-DEC-2010","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","23-MAY-2011","Closed to Follow Up"
51674,"Protocol Status","Closed to Accrual","30-NOV-2010","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","14-DEC-2010","Closed to Accrual"
51674,"Protocol Status","Enrolling","25-AUG-2009","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","30-NOV-2010","Enrolling"
51674,"Protocol Status","Open","20-MAY-2009","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","25-AUG-2009","Open"
51674,"Protocol Status","Pending","27-FEB-2009","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","20-MAY-2009","Pending"
51674,"Protocol Status","In Development","20-SEP-2007","Combination Analgesic Therapy in HIV-associated Painful Peripheral Neuropathy","A5252","27-FEB-2009","In Development"
51679,"Protocol Status","Closed to Follow Up","10-NOV-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","10-NOV-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","10-NOV-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","10-NOV-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","10-NOV-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","10-NOV-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Closed to Follow Up","03-MAR-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Closed to Follow Up"
51679,"Protocol Status","Withdrawn","12-FEB-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","03-MAR-2010","Other"
51679,"Protocol Status","Enrolling","12-FEB-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","12-FEB-2010","Enrolling"
51679,"Protocol Status","Enrolling","12-FEB-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","12-FEB-2010","Enrolling"
51679,"Protocol Status","Open","15-JAN-2010","Durability of Adherence in Self-Management of HIV (DASH)","A5250","12-FEB-2010","Open"
51679,"Protocol Status","Pending","11-SEP-2009","Durability of Adherence in Self-Management of HIV (DASH)","A5250","15-JAN-2010","Pending"
51679,"Protocol Status","In Development","22-OCT-2007","Durability of Adherence in Self-Management of HIV (DASH)","A5250","11-SEP-2009","In Development"
51680,"Protocol Status","Enrolling","21-APR-2011","Enhanced Nursing Support to Improve Self-Management and Outcomes of ART","A5251","","Enrolling"
51680,"Protocol Status","Open","08-OCT-2010","Enhanced Nursing Support to Improve Self-Management and Outcomes of ART","A5251","21-APR-2011","Open"
51680,"Protocol Status","Pending","27-AUG-2009","Enhanced Nursing Support to Improve Self-Management and Outcomes of ART","A5251","08-OCT-2010","Pending"
51680,"Protocol Status","In Development","19-OCT-2007","Enhanced Nursing Support to Improve Self-Management and Outcomes of ART","A5251","27-AUG-2009","In Development"
51682,"Protocol Status","POS/PAC","14-FEB-2012","Sensitivity & Specificity of TB Diagnostics","A5253","","POS/PAC"
51682,"Protocol Status","Closed to Follow Up","06-DEC-2010","Sensitivity & Specificity of TB Diagnostics","A5253","14-FEB-2012","Closed to Follow Up"
51682,"Protocol Status","Closed to Follow Up","06-DEC-2010","Sensitivity & Specificity of TB Diagnostics","A5253","06-DEC-2010","Closed to Follow Up"
51682,"Protocol Status","Closed to Follow Up","06-DEC-2010","Sensitivity & Specificity of TB Diagnostics","A5253","06-DEC-2010","Closed to Follow Up"
51682,"Protocol Status","Closed to Follow Up","06-DEC-2010","Sensitivity & Specificity of TB Diagnostics","A5253","06-DEC-2010","Closed to Follow Up"
51682,"Protocol Status","Closed to Accrual","22-NOV-2010","Sensitivity & Specificity of TB Diagnostics","A5253","06-DEC-2010","Closed to Accrual"
51682,"Protocol Status","Enrolling - Temporarily Closed to Accrual","22-NOV-2010","Sensitivity & Specificity of TB Diagnostics","A5253","22-NOV-2010","Other"
51682,"Protocol Status","Enrolling","05-FEB-2010","Sensitivity & Specificity of TB Diagnostics","A5253","22-NOV-2010","Enrolling"
51682,"Protocol Status","Enrolling","05-FEB-2010","Sensitivity & Specificity of TB Diagnostics","A5253","05-FEB-2010","Enrolling"
51682,"Protocol Status","Open","21-DEC-2009","Sensitivity & Specificity of TB Diagnostics","A5253","05-FEB-2010","Open"
51682,"Protocol Status","Pending","11-FEB-2009","Sensitivity & Specificity of TB Diagnostics","A5253","21-DEC-2009","Pending"
51682,"Protocol Status","In Development","23-OCT-2007","Sensitivity & Specificity of TB Diagnostics","A5253","11-FEB-2009","In Development"
51683,"Protocol Status","Closed to Follow Up","27-DEC-2010","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","","Closed to Follow Up"
51683,"Protocol Status","Closed to Follow Up","27-DEC-2010","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","27-DEC-2010","Closed to Follow Up"
51683,"Protocol Status","Closed to Follow Up","21-DEC-2010","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","27-DEC-2010","Closed to Follow Up"
51683,"Protocol Status","Closed to Follow Up","14-JUN-2010","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","21-DEC-2010","Closed to Follow Up"
51683,"Protocol Status","Enrolling","21-OCT-2009","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","14-JUN-2010","Enrolling"
51683,"Protocol Status","Open","17-SEP-2009","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","21-OCT-2009","Open"
51683,"Protocol Status","Pending","26-MAY-2009","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","17-SEP-2009","Pending"
51683,"Protocol Status","In Development","11-OCT-2007","HIV-Related Oral Mucosal Disease & Use of Saliva in Measuring HIV Viral Load","A5254","26-MAY-2009","In Development"
51688,"Protocol Status","Closed to Accrual","19-OCT-2011","Faster ID of TB and RIF Resistance in non-US HIV-Infected TB Suspects","A5255","","Closed to Accrual"
51688,"Protocol Status","Enrolling","09-SEP-2009","Faster ID of TB and RIF Resistance in non-US HIV-Infected TB Suspects","A5255","19-OCT-2011","Enrolling"
51688,"Protocol Status","Open","25-AUG-2009","Faster ID of TB and RIF Resistance in non-US HIV-Infected TB Suspects","A5255","09-SEP-2009","Open"
51688,"Protocol Status","Pending","06-JAN-2009","Faster ID of TB and RIF Resistance in non-US HIV-Infected TB Suspects","A5255","25-AUG-2009","Pending"
51688,"Protocol Status","In Development","15-NOV-2007","Faster ID of TB and RIF Resistance in non-US HIV-Infected TB Suspects","A5255","06-JAN-2009","In Development"
51692,"Protocol Status","POS/PAC","07-SEP-2010","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","","POS/PAC"
51692,"Protocol Status","Closed to Follow Up","07-APR-2010","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","07-SEP-2010","Closed to Follow Up"
51692,"Protocol Status","Closed to Accrual","27-MAY-2009","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","07-APR-2010","Closed to Accrual"
51692,"Protocol Status","Enrolling","02-FEB-2009","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","27-MAY-2009","Enrolling"
51692,"Protocol Status","Enrolling","14-JAN-2009","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","02-FEB-2009","Enrolling"
51692,"Protocol Status","Open","24-DEC-2008","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","14-JAN-2009","Open"
51692,"Protocol Status","Pending","23-JUN-2008","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","24-DEC-2008","Pending"
51692,"Protocol Status","In Development","27-NOV-2007","MVC for Subjects on ARV tx w/CD4+ T-cell Recovery Despite Virologic Suppression","A5256","23-JUN-2008","In Development"
51698,"Protocol Status","Closed to Accrual","10-JUN-2011","Study of Three Compact ARV Regimens for Treatment of Naive HIV-1 Volunteers","A5257","","Closed to Accrual"
51698,"Protocol Status","Enrolling","22-MAY-2009","Study of Three Compact ARV Regimens for Treatment of Naive HIV-1 Volunteers","A5257","10-JUN-2011","Enrolling"
51698,"Protocol Status","Open","18-MAY-2009","Study of Three Compact ARV Regimens for Treatment of Naive HIV-1 Volunteers","A5257","22-MAY-2009","Open"
51698,"Protocol Status","Pending","04-DEC-2008","Study of Three Compact ARV Regimens for Treatment of Naive HIV-1 Volunteers","A5257","18-MAY-2009","Pending"
51698,"Protocol Status","In Development","21-DEC-2007","Study of Three Compact ARV Regimens for Treatment of Naive HIV-1 Volunteers","A5257","04-DEC-2008","In Development"
51699,"Protocol Status","Withdrawn","07-AUG-2011","Issues in the Design of Non-Inferiority Trials Enrolling ARV-Naive Subjects","DACS 247","","Other"
51715,"Protocol Status","Enrolling - Re-Opened","29-NOV-2010","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","","Other"
51715,"Protocol Status","Enrolling - Temporarily Closed to Accrual","23-JUL-2010","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","29-NOV-2010","Other"
51715,"Protocol Status","Enrolling","25-MAR-2009","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","23-JUL-2010","Enrolling"
51715,"Protocol Status","Open","02-MAR-2009","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","25-MAR-2009","Open"
51715,"Protocol Status","Pending","22-DEC-2008","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","02-MAR-2009","Pending"
51715,"Protocol Status","In Development","10-MAR-2008","Phase II Study of Chloroquine for Reducing HIV-associated Immune Activation","A5258","22-DEC-2008","In Development"
51720,"Protocol Status","Closed to Accrual","17-DEC-2010","Weekly Rifapentine/Isoniazid vs. Daily Isoniazid for the Treatment of Latent TB","A5259","","Closed to Accrual"
51720,"Protocol Status","Enrolling","04-FEB-2009","Weekly Rifapentine/Isoniazid vs. Daily Isoniazid for the Treatment of Latent TB","A5259","17-DEC-2010","Enrolling"
51720,"Protocol Status","Open","10-DEC-2008","Weekly Rifapentine/Isoniazid vs. Daily Isoniazid for the Treatment of Latent TB","A5259","04-FEB-2009","Open"
51720,"Protocol Status","Pending","04-AUG-2008","Weekly Rifapentine/Isoniazid vs. Daily Isoniazid for the Treatment of Latent TB","A5259","10-DEC-2008","Pending"
51720,"Protocol Status","In Development","28-JUL-2008","Weekly Rifapentine/Isoniazid vs. Daily Isoniazid for the Treatment of Latent TB","A5259","04-AUG-2008","In Development"
51721,"Protocol Status","Closed to Accrual","19-APR-2011","ARV Initiation with TFV/Emtricitabine plus ATV/r, DRV/r, or RTG:A5257 Substudy","A5260s","","Closed to Accrual"
51721,"Protocol Status","Enrolling","01-JUN-2009","ARV Initiation with TFV/Emtricitabine plus ATV/r, DRV/r, or RTG:A5257 Substudy","A5260s","19-APR-2011","Enrolling"
51721,"Protocol Status","Open","18-MAY-2009","ARV Initiation with TFV/Emtricitabine plus ATV/r, DRV/r, or RTG:A5257 Substudy","A5260s","01-JUN-2009","Open"
51721,"Protocol Status","Pending","04-DEC-2008","ARV Initiation with TFV/Emtricitabine plus ATV/r, DRV/r, or RTG:A5257 Substudy","A5260s","18-MAY-2009","Pending"
51721,"Protocol Status","In Development","29-FEB-2008","ARV Initiation with TFV/Emtricitabine plus ATV/r, DRV/r, or RTG:A5257 Substudy","A5260s","04-DEC-2008","In Development"
51722,"Protocol Status","Withdrawn","22-JUL-2008","Pilot Efficacy Trial of Raltegravir plus Atazanavir for Treatment-Naive Subjects","A5261","","Other"
51722,"Protocol Status","In Development","19-MAR-2008","Pilot Efficacy Trial of Raltegravir plus Atazanavir for Treatment-Naive Subjects","A5261","22-JUL-2008","In Development"
51724,"Protocol Status","POS/PAC","17-MAR-2011","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","","POS/PAC"
51724,"Protocol Status","Closed to Follow Up","15-SEP-2010","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","17-MAR-2011","Closed to Follow Up"
51724,"Protocol Status","Closed to Accrual","27-AUG-2009","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","15-SEP-2010","Closed to Accrual"
51724,"Protocol Status","Enrolling","15-APR-2009","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","27-AUG-2009","Enrolling"
51724,"Protocol Status","Open","02-APR-2009","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","15-APR-2009","Open"
51724,"Protocol Status","Pending","08-JAN-2009","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","02-APR-2009","Pending"
51724,"Protocol Status","In Development","25-APR-2008","RAL plus DRV/RTV in ARV-Naive Subjects","A5262","08-JAN-2009","In Development"
51726,"Protocol Status","Pending","25-OCT-2010","Three Chemo Regimens as an Adjunct to ART for Treatment of Advanced AIDS-KS","A5263","","Pending"
51726,"Protocol Status","In Development","05-MAY-2008","Three Chemo Regimens as an Adjunct to ART for Treatment of Advanced AIDS-KS","A5263","25-OCT-2010","In Development"
51727,"Protocol Status","Enrolling","18-NOV-2011","ART Alone or w/Delayed Chemo vs ART w/Immediate Chemo for Limited AIDS-KS","A5264","","Enrolling"
51727,"Protocol Status","Open","17-OCT-2011","ART Alone or w/Delayed Chemo vs ART w/Immediate Chemo for Limited AIDS-KS","A5264","18-NOV-2011","Open"
51727,"Protocol Status","Pending","11-AUG-2010","ART Alone or w/Delayed Chemo vs ART w/Immediate Chemo for Limited AIDS-KS","A5264","17-OCT-2011","Pending"
51727,"Protocol Status","In Development","29-MAY-2008","ART Alone or w/Delayed Chemo vs ART w/Immediate Chemo for Limited AIDS-KS","A5264","11-AUG-2010","In Development"
